eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
0.997415544690077,10.116032212442981,0.9280529069437627,0.8078304535027884,0.9052240456174946,0.15327478050385296,0.1256073520350835,2.731510086284489,0.009921393017173012,0.05380673114519861,0.007431508030134192,0.0006287865675036995,-0.005255398116806295,0.2774882369473361
0.5065063388391052,1.1247409198073248,0.6726090317174259,0.5269527361193501,0.7504852228955614,0.16701420859851626,0.12699006965630866,3.0790733072906096,0.017984833516021145,0.061254981359272015,0.0046034984311527,0.005787587413262282,0.003536631353667148,0.6666097474184327
0.2473397935377239,1.0498080270975303,0.6103463636205736,0.5668833866509256,0.7911925649474414,0.2181129533100606,0.1308578939968341,2.851589820973553,0.04151983219379432,0.1224385387076966,0.015741815378625554,0.010248615922742477,-0.003687120549055513,0.8301663338363199
0.8623416606790297,1.8804595543653675,0.6219249387345298,0.8283173829711279,0.8563621178274433,0.32936632505977914,0.04806112652881503,0.4038645464040034,0.04245321074173478,0.11606151297626635,0.01113816933175827,0.010382201130853645,0.003163982444599266,1.01923792640239
0.8315917156421948,1.984084611171516,0.5076490349475422,0.9396807746502835,1.0008677792734864,0.5600712172483717,0.023699574282118014,0.1234309311427574,0.0833801928177433,0.16667887722396976,0.02865454560289295,0.006577376122253968,0.0027563707306098627,1.810207670067146
0.7256171511472725,1.4763991234699094,0.3345635531452558,0.9913097915864711,0.9984943390045716,0.8443133765650098,0.005096981412623,-0.002637163204157101,0.0241438993416814,0.0816241919953239,0.01258213005104034,0.004056057031383919,0.0019989690309344323,0.9800512458207348
0.9671027117178119,3.8103086516960585,0.7407485435158182,0.8210456646452654,0.9498137016306252,0.3214985443210077,0.14377510961946915,3.8043956619164403,0.02512305604836324,0.10411802604461484,0.012131100804527806,0.00504428918310083,-0.0025559061895226148,0.5193014152562294
0.9938195586844586,9.737460130405188,0.9038575576238376,0.9336236354206756,0.986203594768427,0.1967308059971148,0.02306017662717857,0.08305712094135226,0.017374150723104848,0.07013828889293425,0.00331517519444333,0.0013416269908753712,0.0001258101678089637,0.4945138558796068
0.3502541219372104,1.0318234273192932,0.7789784629249392,0.7118786237806952,0.618165021310073,0.13086052488043606,0.09200467588065736,1.4684580897871728,0.0983440128358512,0.2093507324731424,0.03817651911464635,0.01981318456094655,-0.0042045712136114894,1.6944618141814367
0.7109304090074067,1.2491898133558172,0.38139714803674196,0.9421457356304028,1.0037464651774726,0.6886591373707501,0.02182361132103236,0.06815966963798921,0.029476728207825605,0.11447883240274405,0.013993663315644249,0.009846038790496878,0.0019423409519131888,0.7235732010206001
0.8856067038488097,2.4694976083125133,0.6166330965659712,0.8634545097291099,0.99264963917888,0.4048297087008657,0.05241815013492529,0.5419308291964912,0.06720045298758805,0.14372224395136768,0.019866966279601567,0.005979998483151519,0.003786213765499068,1.6456934583622256
0.5891171754538169,1.2701234605317466,0.2409206744860688,0.9812553588659731,0.9931701843032436,0.8178848697434917,0.006463315511652501,0.010239500711968118,0.04625728267261399,0.11696045965463285,0.009292852410785528,0.005565808727903657,-0.00042365564837103416,1.1112516453205077
0.8061222380303088,1.889356359021328,0.4650417519523914,0.93430150715474,0.9929806008365156,0.5841067288540404,0.050001655403310974,0.3432091439930759,0.005643999187145607,0.05838331411496854,-0.001695042401222189,0.006628105544077023,-0.00011449629120132938,0.28743327759937976
0.9374737879972684,2.808825222124828,0.6605319005058219,0.9663076835956956,1.002524465417752,0.5794485010996787,0.009250183300944596,0.0053287155138165045,0.05571824075565617,0.13978003510465636,0.015406853049527503,0.004399202494415879,0.0006377537263289509,1.215115213380795
0.5483445705399584,1.111374668862129,0.6346348737387715,0.56081749829881,0.6032769963418416,0.1611464872796138,0.13192153488917754,3.1170094129873043,0.021509331577924826,0.08592269653259213,0.006451186697426767,0.002992345129251622,-0.0064736878130242145,0.7136226328270485
0.90520714489387,2.3369899439222865,0.5847645513340045,0.9555307440767898,0.9756861453857104,0.5560589607596675,0.02194953397593386,0.10140521501644896,0.045500514968424666,0.13599480768157632,0.01561613987674781,0.008283228140026072,0.006158185036179814,0.994272227200678
0.5268890240354049,1.1069269766528131,0.6675360267994495,0.5427549898403063,0.6259003663854991,0.15675216853031626,0.13675417536358872,3.4090332630881073,0.02802649138740544,0.0885682540189132,0.011467972985915023,0.0015568479671903715,0.0029963775836859127,0.904968096277754
0.9454901372443636,3.0189057002266533,0.6717365203445789,0.9872897393776756,1.0000013669548509,0.5309692997340532,0.009523684915618143,0.011573315091260892,0.07321262414090374,0.18085798359487315,0.032897709722100155,0.005014499966061814,0.005963253303091604,1.24399217117925
0.5621171484117337,1.2287488755991782,0.25170400231038675,0.948476391979262,0.9917604118426528,0.5553345992370011,0.00858344423266488,0.042004726024721,0.05608441237725803,0.1405421410751623,0.02275514895499301,0.00301940629679842,-0.002108412172292423,1.3557441361453215
0.907403236238368,2.3955793318787624,0.5825327256435046,0.9755703533551732,0.9945473554774228,0.6620731845958828,0.0046494457981639615,0.0126142969940823,0.007614369166214363,0.040575643687871386,0.0035106486632264945,0.0023895926699451808,0.005010024727850064,0.2782547420027494
0.999142931959375,10.914380645030684,0.9421599120139597,0.7044573785907197,0.9402910174990474,0.12185341974692047,0.15380258187286674,4.281876168960807,0.011873935957156277,0.061220680154614925,0.002335219688439619,0.0006377842186685298,-0.002291490797769205,0.3698252319078889
0.5306801941706085,1.0416171404194092,0.5160912645859311,0.7681009232884248,0.846706094317425,0.3343055906237791,0.1159850859850703,2.381221367584949,0.02467272096992823,0.08199358794298123,0.008633863796324526,0.0015797095418500998,0.000810506387789345,0.9431551920264714
0.536396452547947,1.2408482756313464,0.4472410610436927,0.7869675093726837,0.9380761376583056,0.38115117890687533,0.0728057016713724,0.9478364751776024,0.04190381507951836,0.12115454996058612,0.017733631031186508,0.002216848047867608,0.0011003194328084627,1.2626363322532612
0.3665455745717297,1.0805263400982374,0.6812770162951393,0.4926207915766778,0.6869415003278009,0.14669810381683246,0.1290556418322943,2.811631246047189,0.041987530911948866,0.1166351749429654,0.014397229162600028,0.0029830152410884434,-0.0016492787016701266,0.9315562722551388
0.7007233502338865,1.5011319517460822,0.3447466607350403,0.986637132644806,0.9995371170754812,0.8074481051924286,3.4208707650351486e-05,0.00601451988336928,0.05318761393312958,0.1310544066051368,0.01416587009285484,0.007547272195216268,0.0024531346598496762,1.4383355488137417
0.4603789069410628,1.2161215704037054,0.3287193922533003,0.9045886194920116,0.9936831576296884,0.5642233998725136,0.025296655296309725,0.13065746107197912,0.08911267736563107,0.17837103027835022,0.03139783604448375,0.010838673671685988,0.000783362082251746,1.7121515286965765
0.5152602475284274,1.109491452939977,0.6567138236852038,0.5744096693741727,0.5896002978768742,0.16786268785697991,0.11378683581205695,2.2780742885592358,0.011252877358391752,0.05918659829915567,0.007852291531946066,-0.0017808355242168782,0.0012251533209093168,0.6506152532393766
0.8276126173893742,1.6317979608278876,0.4947980001155979,0.9306907240648238,0.9711424168239758,0.6233044467885593,0.049089246272831115,0.3767808141628191,0.13639238511450408,0.263577173975777,0.07286885324626444,0.03588359955008849,-0.0006929938185199653,1.7498481734250042
0.7418593092072407,1.5273442407747817,0.35348145799628833,0.9834421151482948,1.004064582958991,0.8129454240063153,0.005698961151636427,0.012513859310662729,0.02593684844971035,0.11185355722251633,0.013447799348359156,0.011187591309777978,-0.003209130593842049,0.6010508500044457
0.9983059198056756,10.73145763983319,0.9088000429956808,0.9270886405525116,0.9984050747041412,0.18292779644916546,0.028246425756123638,0.14860085330315873,0.02011846209390253,0.06528247945584467,0.0043802752021388355,-0.0018449508548451336,0.001859284171065634,0.5891048760043477
0.9227798301211108,2.707459024475855,0.6346715060041925,0.8789008859574967,0.9920036410609752,0.4298952120518824,0.0845096273680372,1.4483809958361151,0.03896337683006525,0.12144539180100615,0.009157544416620582,0.008226269349467043,0.0009334596933241769,1.0106813501019951
0.5291430112627322,1.2539967625894175,0.2382809426991235,0.9716885089283044,0.9965340630939544,0.8305718340564896,0.006671714245344288,0.007932678500240898,0.05222532222085258,0.1127428662862174,0.008575479233902367,0.005375720034855228,-0.001249059942415292,1.5490661430582886
0.5512440711946589,1.2774143288701267,0.31035330456395777,0.9320781001379104,0.9922911982660151,0.5939510348701991,0.04315041503043363,0.3139318436597086,0.14729850457340887,0.2619001779332544,0.06495609144230556,0.025612266727544623,-0.0010953363729096694,2.2045550808602967
0.9939436000579364,10.629522507670421,0.9041654797050545,0.8827298159006591,0.9618284912196344,0.15858081355706366,0.02673677629125744,0.12007530160768415,0.009071653774000312,0.06547725150582312,0.00345623925242827,0.00427214811301354,0.0039255264137789715,0.5198195535208965
0.9879225967242082,6.127026403344655,0.8478688981119463,0.9546530137882672,0.8943681943972184,0.299668651919357,0.02043863435485573,0.0689363695678095,0.03217343255484933,0.09721802007436807,0.005162126051591649,0.0021051659457000773,-0.0035345612315294205,0.8195239356356352
0.7257980090119958,1.4934119247283466,0.3429494650523342,0.9864050197233292,1.003674613859184,0.8440737384586574,0.0020656167118761524,0.008854459658965686,0.011023861117004707,0.05747117192465415,0.002096256105835232,-0.004828879893306569,0.0008061642274391224,0.337540462549567
0.7613003335648902,1.667467729204067,0.408593159978278,0.9786856973896774,1.000536695735721,0.7532599227987538,0.010199604684254545,0.01593317732159239,0.016900314360426903,0.08735883589276873,0.003672251747021338,0.0025962027995984852,0.0003457459638589596,0.4384598158516056
0.9144982879622062,2.810532202449864,0.6488304857795621,0.9447873241016098,0.9566934846368884,0.5087739979431668,0.049157152521299714,0.3662605259373775,0.04684690963659072,0.1334472444444274,0.01938905119957764,0.008236133450409841,0.0037679584935170936,0.8356962696739211
